2140,GI,01/01/1902 00:00:00,"Microsoft Windows NT 4.0
"
2141,GI,01/01/1902 00:00:00,"MSS Systems Thinking
Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
2142,GI,01/01/1902 00:00:00,"Taking Charge of Change
"
2143,GI,01/01/1902 00:00:00,"Myers-Briggs Type Indicator
"
2144,GI,01/01/1902 00:00:00,"Negotiation Skills
"
2145,GI,01/01/1902 00:00:00,"Netware NT 4.0
This 40-hour course is designed to provide participants with the skills to install, configure, and manage a Netware based network using IntranetWare 4.11.  Topics include performing simple and custom installations, configuring a Netware environment, Netwa
"
2146,GI,01/01/1902 00:00:00,"Networking Essentials
This 8-hour course is designed for systems administrators to  become acquainted with installation, network environment setup and operations as well as maintenance of Windows 95  workstations.
"
2147,GI,01/01/1902 00:00:00,"Org Assessment
We're used to thinking of ongoing performance management for employees, for example, setting goals, monitoring the employee's achievement of those goals, sharing feedback with the employee, evaluating the employee's performance, rewarding performance or firing the employee. Performance management applies to organizations, too, and includes recurring activities to establish organizational goals, monitor progress toward the goals, and make adjustments to achieve those goals more effectively and efficiently. Those recurring activities are much of what leaders and managers inherently do in their organizations.
"
2148,GI,01/01/1902 00:00:00,"PeopleSoft 9.0
This is a 1 day class.  Participants are required to attend training from 9am - 5:30pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
2149,GI,01/01/1902 00:00:00,"PeopleSoft for Classifier's
PeopleSoft Training for Classifier's
"
2150,GI,01/01/1902 00:00:00,"Perf Planning: Reviewing
"
2151,GI,01/01/1902 00:00:00,"Perf Planning:Expectations
"
2152,GI,01/01/1902 00:00:00,"Personal Empowerment
"
2153,GI,01/01/1902 00:00:00,"Personnel Actions
The Personnel Actions course will provide an overview of the Personnel Action Request (PAR) process for the District. As part of this course, Participants will learn how to request a data change, enter data control information, and review, approve or disapprove personal and job related data changes. Examples of such data changes include personal information information changes, position changes, promotions, status changes, leave eligibility and accrual rates, and salary changes.
"
2154,GI,01/01/1902 00:00:00,"PMP Training For Admin
"
2155,GI,01/01/1902 00:00:00,"Position Classification
Learn how to prepare and evaluate job descriptions. You will discover how to interpret and apply classification standards, select occupational groups and series, prepare well-written descriptions and evaluation statements, identify work characteristics that impact position classification and recognize the basic principles underlying position management. 
Objectives: 
Learn how to write an effective position description
Reconcile the relationship among position classification, employee relations, labor relations, performance management, pay and staffing.
Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
2156,GI,01/01/1902 00:00:00,"Position Management
The Position Management course will provide an overview of position processes for the District. When positions are created they are tied to a job code. As part of this course, Participants will learn how to create, update, search for and view positions and job codes, designate position status, understand and utilize the approval process.
"
2157,GI,01/01/1902 00:00:00,"Position Mgmt Org Eff
Discover how to use position management tools, techniques and methods to develop the -most efficient organization.- Participants will learn how to identify and correct the following problems: fragmentation, layering, unnecessary positions, narrow supervisor to employee ratio, job dilution, missing career ladders, workforce inconsistencies and inconsistent position descriptions. 
Objectives:
Learn how to avoid problems that can impact organizational effectiveness.
Understand the role of position management in succession planning and competitive sourcing.
Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
2158,GI,01/01/1902 00:00:00,"Position Mgmt: Techniques
Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
2160,GI,01/01/1902 00:00:00,"Self Empowerment
"
2161,GI,01/01/1902 00:00:00,"Procurement II
"
2162,GI,01/01/1902 00:00:00,"Project Mgmt Cert
"
2163,GI,01/01/1902 00:00:00,"Project Mgmt Admin Prof
Gain the respect and confidence necessary for assuming more responsible roles in your agency. This course is designed for office professionals who want to sharpen their project management skills. You will learn basic project management terms, techniques and procedures; systems documentation; how to manage delivery dates, budgets and paperwork with ease; and how to anticipate, identify and solve problems. 
Objectives: 
Learn basic aspects of project management.
Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
2164,GI,01/01/1902 00:00:00,"Project Mgmt Fund
This 40-hour course covers the practical aspects of project management including: project life cycle; planning, scheduling and controlling; risk analysis; project teams and politics; defining project requirements; and project termination.  Project managem
"
2165,GI,01/01/1902 00:00:00,"Proofreading & Editing I
This 18-hour course is designed to provide participants with the necessary skills and techniques to proofread and edit office documents and other written materials accurately.  Effective proofreading and editing requires the ability to find and correct er
"
2166,GI,01/01/1902 00:00:00,"Proofreading & Editing II
This 18-hour course is designed to help the participant  proofread and edit written material.  It will focus on identifying and using proofreading methods, editorial rules,  proofreading marks, and desk references on the job.  It also includes developing
"
2167,GI,01/01/1902 00:00:00,"Refresher Math
This 24-hour course will provide participants with a review of basic math  computations.  Course content will include whole numbers, fractions (common, decimal, percent), and simple algebra.
"
2168,GI,01/01/1902 00:00:00,"Effective Stress and Time
"
2169,GI,01/01/1902 00:00:00,"Roles and Responsibilities
"
2170,GI,01/01/1902 00:00:00,"Language Lab (Spanish)
The DCHR WDA Language Laboratory is a specialized resource center that promotes foreign language development through Rosetta Stone software.  By visiting the Language Lab, employees can begin learning conversational Spanish at their own pace by building vocabulary and developing language basics.  Through interactive activities, sounds and images, employees will also learn to spell and write accurately, and read and understand a new language.
This is a 3 hour session.  Employees will not be allowed to attend training 15 minutes after the start of the session.  Please dress in appropriate work attire, if you arrive after 9:15am for the AM session or after 1:15pm for the PM session you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
2171,GI,01/01/1902 00:00:00,"Senior Exec Orientation
Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
2172,GI,01/01/1902 00:00:00,"Sexual Harassment
This course will provide participants with insights on behaviors and actions considered to be examples of sexual harassment.  Participants will also be instructed on the  policies and procedures to follow to report sexual harassment in the workplac
This is a 1 day class.  Participants are required to attend training from 9am - 4pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
2173,GI,01/01/1902 00:00:00,"Sexual Harassment/EEO
"
2174,GI,01/01/1902 00:00:00,"Sexual Har/EEO/Div
"
2175,GI,01/01/1902 00:00:00,"Shelter Operations
"
2176,GI,01/01/1902 00:00:00,"Sign Language
"
2177,GI,01/01/1902 00:00:00,"Special Needs Population
"
2178,GI,01/01/1902 00:00:00,"SPHR Certification Prep
"
2179,GI,01/01/1902 00:00:00,"Strategic Planning
This course is designed to have participants discover the value of strategic planning, which will give their agencies a sense of direction-providing stability to navigate in a sea of volatility, uncertainty and ambiguity.  It will give participants the capacity to design, implement, measure and adjust a strategic plan for their agencies.
"
2180,GI,01/01/1902 00:00:00,"Strategic Planning
This 16-hour course will provide participants with an overview of strategic planning.  Participants will learn how to use the latest collaborative software technologies to develop the vision, goals, core values and performance measures for their organizat
"
2181,GI,01/01/1902 00:00:00,"Stress Mgmt
"
2182,GI,01/01/1902 00:00:00,"Managing Stress
In today-s hectic world, stress is an inevitable emotion that affects us all both personally and professionally. Since stress inducers can-t be avoided, we need to develop tools and mechanisms to help us better manage stress. One way of managing stress is through the use of humor; another method is to understand our stress inducers and tolerance for stress. In this course, we will explore the physiology of stress, the use of humor and other means of managing your stress before it reaches an unhealthy level.
Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
2183,GI,01/01/1902 00:00:00,"Bargaining Unit
Learn how to supervise employees covered by a negotiated contract. In this course, you will improve your understanding of the basic rights of employees, labor organizations and District government management. 
Objectives:
Understand current issues and requirements in labor relations.
Learn techniques and procedures of contract administration and good-faith bargaining.
Learn how to respond to grievances and avoid labor disputes.
Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
2184,GI,01/01/1902 00:00:00,"Supv/Mgmt Training
"
2185,GI,01/01/1902 00:00:00,"TCO Networking Sem
"
2186,GI,01/01/1902 00:00:00,"Technical Writing
: Effective leaders come in all shapes and sizes, but a common characteristic is a high degree of what psychologists call emotional intelligence. Truly great leaders are self aware and know how to use their emotions and those of others as a source of information to help navigate through life more effectively. An abundance of research indicates that emotional intelligence is more important than technical skills or traditional cognitive skills in shaping leadership effectiveness. Mounting evidence also suggests that an organization-s success is directly related to the emotional intelligence level of its leaders. 
As the working environment continues to change, emotional intelligence skills will become increasing important in determining who succeeds and who fails. This course will help participants develop the emotional intelligence competencies required by a position of leadership. Participants will assess, develop and apply their own emotional intelligence and will learn how to cultivate emotional intelligence in their organization.
Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
2187,GI,01/01/1902 00:00:00,"Emot Intelligent Leader
The Fair Labor Standards Act (FLSA), commonly known as the Federal Wage and Hour Law, was enacted in 1938 as a remedy to the Depression. It specifies a minimum wage; requires overtime pay, equal pay, and mandates record keeping; and sets child labor standards and enforcement remedies. As of August 2004, substantial changes in the law by the Department of Labor will go into effect that will dramatically affect classification and compensation practices of virtually all employers. 
		
This seminar will discuss the requirements of the FLSA, including the newly issued white collar exemption regulations. It will include an overview of the types of positions and job duties that are generally exempt from overtime and those that typically are not exempt. Guidance will also be provided regarding the proper classification of employees as exempt or non-exempt, the basic requirements of the salary basis test (a necessary prerequisite to the exemptions) and potential pitfalls that employers face in this area. In light of the FSLA changes, this seminar will also include a discussion of the District-s wage and hour and wage payment laws and evaluate whether there are any D.C. wage and hour statutes that may be impacted.
Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
2188,GI,01/01/1902 00:00:00,"FLSA Wage Hour Laws
This course is designed to help employees improve their writing skills with a focus on more technical environments. Participants will have the opportunity to learn how to produce clear, crisp and succinct technical reports, decision memoranda, studies and manuals.
Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
2189,GI,01/01/1902 00:00:00,"1st WDA Conference
"
2190,GI,01/01/1902 00:00:00,"HR Process (HRIS)
"
2191,GI,01/01/1902 00:00:00,"Future Conversation
"
2192,GI,01/01/1902 00:00:00,"Time Management
"
2193,GI,01/01/1902 00:00:00,"Using Numerical Data
"
2194,GI,01/01/1902 00:00:00,"Understanding D.C. HRM
Understand basic principles and various personnel business processes that include workforce planning, position management, personnel action requests (PARS), recruitment/hire, compensation, benefits, staffing, performance management and employee relations, training and development, and equal employment opportunities.
Learn how to use these principles and processes in the PeopleSoft HRIS.
"
2195,GI,01/01/1902 00:00:00,"FMLA, DCFMLA, ADA
The seminar provides an overview of the federal Family Medical Leave Act (FMLA), as well as the more generous and detailed District of Columbia-s FMLA (DCFMLA) that includes a much broader definition of family members. Detailed case studies and examples taken from District case law will be presented to enhance the understanding of this key legislation. Course content also included a discussion of the Americans with Disabilities Act and the District-s Human Rights Act. Particular emphasis will be placed on exploring the ways in which ADA issues and FMLA questions often merge.
Objectives: 
Understand employee rights and employer responsibilities under FMLA, DCFMLA and ADA.
Understand the difference between District and federal laws operating these programs.
Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
2196,GI,01/01/1902 00:00:00,"Organization Systems
"
2197,GI,01/01/1902 00:00:00,"Win NT 4.0 to Win2K
"
2198,GI,01/01/1902 00:00:00,"Assessing Your Career
This 6-hour course provides participants with an introduction to USA Careers and other comprehensive automated assessment tools.  This course will demonstrate to participants how to assess their basic skills, aptitudes, interests, occupational skills, a
"
2199,GI,01/01/1902 00:00:00,"Using a PC Mouse
This 6-hour course provides hands-on experience in using the mouse to move around and operate in the Windows environment.
"
2200,GI,01/01/1902 00:00:00,"Visio
This 21-hour course is designed to introduce skills for creating presentation charts, flow diagrams, organizational charts and even simple layout diagrams for designing space and equipment/furniture requirements.
"
2201,GI,01/01/1902 00:00:00,"Vocab and Reading
"
2202,GI,01/01/1902 00:00:00,"Web Design I & II
This 24- hour course provides the skills to design and publish Web pages using the Net Object FUSION software.  It also includes techniques to install a dynamic Common Gateway Interface (CGI) scripts, and  installation and configuration  with MS IIS Serve
"
2203,GI,01/01/1902 00:00:00,"Wellness and Work Life
The topic of work-life balance applies to a person-s effort to be effective in both his/her work life and personal life. Demanding schedules and life-s personal responsibilities frequently leave people feeling frustrated and out of control. In the past, this topic wasn-t as important as it is today because people often were able to attend primarily to one major role in their lives (for example, working, housework), rather than to several roles (such as professional, parent) The goal of this session is to cultivate and support effective employees by providing tools to achieve and maintain suitable work-life balance. Participants will have the opportunity to evaluate their level of satisfaction in various areas of their lives and develop a plan that will create more balance.
Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
2204,GI,01/01/1902 00:00:00,"With All Due Respect
"
2205,GI,01/01/1902 00:00:00,"Work it Out
Believe it or not, if you change your approach, most conflicts can be resolved more effectively, with less stress, tension, anxiety and fear.  In this course, participants will be provided with successful time-tested techniques to better manage conflicts and confrontations before they escalate into something more destructive.
Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
2206,GI,01/01/1902 00:00:00,"Workplace Safety
"
2207,GI,01/01/1902 00:00:00,"Workplace Violence
"
2208,GI,01/01/1902 00:00:00,"Writing Diagnostic
"
2209,GI,01/01/1902 00:00:00,"Writing Maximum Impact
"
2210,GI,01/01/1902 00:00:00,"Interview/Resume Tips
Are you making an effective and dynamic first impression- If you're unsure of your answer, this is the class for you. In this session, learn the tips and techniques for preparing a resume that will get you noticed, and gain insight into the strategies used by today's interviewers in making their selection decisions.
Eating and drinking are not allowed in classrooms.  CWD reserves the right to remove any student violating this policy."
2211,GI,01/01/1902 00:00:00,"Writing for the Professional II
"
2212,GI,01/01/1902 00:00:00,"Writing Proposals, Reports and Technical Articles
"
230,GI,01/01/1902 00:00:00,"Overview of DC GIS - ArcGIS
This is  the fundamental overview of Geographic Information Systems, DC GIS resources and an introduction into using the applications and data.
This is a 1 day class.  Participants are required to attend training from 9am - 4pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
232,GI,01/01/1902 00:00:00,"ArcGIS
This is a 3 day class.  Participants are required to attend training from 9am - 4pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
234,GI,01/01/1902 00:00:00,"Google (Earth) DC
This standlone course provides an introduction to Google (Earth) DC, the District's customized version of Google Earth. In this class you will learn how Google(Earth) DC is being used by various agencies in the District to assist with resource management. You will also learn to use Google(Earth) DC to visualize existing DC GIS daasets, as well as your own data.
This is a 1 day class.  Participants are required to attend training from 9am - 4pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
300,GI,01/01/1902 00:00:00,"Critical Thinking
Critical thinking is based conceptually on the ancient Greek ideal of ""living an examined life.""  If we use these skills, we empower ourselves to achieve a more practical, more logical and less stressful way of living.  This high-impact program teaches the insights, processes and application of self-examination and improvement, and it will lead employees to greater confidence, productivity and mental alertness.
This is a 1 day class.  Participants are required to attend training from 9am - 4pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
301,GI,01/01/1902 00:00:00,"Practical Writing
This course is designed to apply the techniques learned in the DCHR e-Learning courses Fundamental Sentence Structures, Complex Sentence Structures, and Advanced Grammar.  It is designed to help employees improve their writing skills with a focus on more technical materials, and provides participants the opportunity to plan, draft and revise written materials commonly used in the workplace. This course will help employees improve their writing skills and allow the opportunity to learn how to produce clear and succinct reports, decision memoranda, and letters using D.C. Government templates.
Objectives
- Understand the structural and grammatical differences between writing technical documents and writing everyday memoranda and correspondences. 
- Identify the audience and tailor the content to the reader.
- Learn how to avoid common errors such as wordiness, inconsistency and lack of clarity.
- Use D.C. Government templates for inter office memos and letters
Competencies:	Communication, Job Knowledge
Who Should Attend:	Open to all employees.
Prerequisites:
SUGGESTED
Fundamental Sentence Structures, Complex Sentence Structures, and Advanced  
Grammar  on the DCHR e-Learning Site or completed Basic Writing Skills II
This is a 1 day class.  Participants are required to attend training from 9am - 4pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
302,GI,01/01/1902 00:00:00,"Customer Service
High-quality customer service is critical for virtually every organization. This course provides the framework for outstanding customer service techniques and best practices. Participants will learn different methodologies, and acquire tools and tips to ensure that customers are impressed with the efficiency and timeliness of the service they receive and the level of professionalism with which service is provided. It is a valuable journey into attitudes and perceptions and a realistic look into the day-to-day workplace.
This is a 1 day class.  Participants are required to attend training from 9am - 4pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
303,GI,01/01/1902 00:00:00,"Writing for Impact
This is a 1 day class.  Participants are required to attend training from 9am - 4pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
400,GI,01/01/1902 00:00:00,"Enhance Professional Image
The way we dress, speak and act has an effect on how others see us, and ultimately how we see ourselves. Attitude, appearance and body language are just a few of the things that influence the image we project - negative or positive. In this course, we will explore the essential ingredients of creating and maintaining a successful professional image that commands respect and elicits action.
Class begins promptly at 9am.  Employees will not be permitted to enter the class after 9:15am.  If you cannot attend this class, please notify your training coordinator and WDA.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy.."
401,GI,01/01/1902 00:00:00,"Mapping Career Path
This is a 3 hour class.  Participants are required to attend training from 1pm - 4pm.  Class begins promptly at 1pm.  Employees will not be allowed to attend training after 1:15pm.  Please dress in appropriate work attire, if you arrive after 1:15pm you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
402,GI,01/01/1902 00:00:00,"Resume Build. & Interviewing
This is a 3 hour class.  Participants are required to attend training from 9am - 12pm.  Class begins promptly at 12pm.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
403,GI,01/01/1902 00:00:00,"Personality - Myers-Briggs
This is a 3 hour class.  Participants are required to attend training from 1pm - 4pm.  Class begins promptly at 1pm.  Employees will not be allowed to attend training after 1:15pm.  Please dress in appropriate work attire, if you arrive after 1:15pm you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
404,GI,01/01/1902 00:00:00,"Work-Life Effectiveness
This is a 3 hour class.  Participants are required to attend training from 9am - 4pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
500,GI,01/01/1902 00:00:00,"Anger Management
Anger has many faces, from mild annoyance to a full blown rage. It is also a completely normal, usually healthy, human emotion that, when not expressed appropriately, can turn destructive and lead to problems on the job, at home and with your health. It can also make you feel as though you are at the mercy of an unpredictable and powerful emotion. This workshop will help you understand and control your anger before it controls you.
This is a 1 day class.  Participants are required to attend training from 9am - 4pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
501,GI,01/01/1902 00:00:00,"Communicating Non-Defensively
Have you ever expressed an opinion that led others to become defensive or hostile, even though you didn-t mean it personally- Many people have reasons for believing they-re being attacked. Defensive behavior can lead to hurt feelings, arguments and hostilities and often affects a variety of relationships. The defensiveness chain that is created impairs communication and reduces productivity. This course covers five essential skills that promote a productive work environment. Employees will gain a clear understanding of why all people are naturally defensive, learn the symptoms and consequences of inappropriate defensiveness and learn how to disengage from a defensive position. Employees also will learn how to empathize with and disarm a defensive person, how to inquire and focus on the issues, how to non-defensively disclose their own needs and goals and depersonalize the issues.
Objectives
-	Learn how to express yourself openly and effectively.
-	Develop strategies for shifting away from defensive behavior.
-	Guide others toward better communication.
This is a 3 hour class.  Participants are required to attend training from 9am - 12pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
502,GI,01/01/1902 00:00:00,"Powerful Communication
The ability to communicate more effectively is an undervalued skill. When our communication skills are challenged, trust, teambuilding and performance are just a few of the many essential competencies and qualities of our lives that are damaged. Listening is easy - though many of us use only one-third of our listening capacity - but understanding is hard. In this course, participants will learn to expand their listening skills to capitalize on their ability to truly understand. Participants will learn how to take greater amounts of information, remember more and read between the lines, as well as how to maximize communication skills for the greatest results.
This is a 1 day class.  Participants are required to attend training from 9am - 4pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
503,GI,01/01/1902 00:00:00,"Presentation Skills
Participants learn the skills necessary to prepare and deliver likely presentations.  Participants will master the methods of speaking with authority and enthusiasm and learn how to organize their thoughts and data for maximum impact, develop eye-catching visual aids and use nonverbal communication effectively.
This is a 2 day class.  Participants are required to attend training both days from 9am - 4pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
504,GI,01/01/1902 00:00:00,"Time Management
This is a 3 hour class.  Participants are required to attend training from 9am - 12pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
505,GI,01/01/1902 00:00:00,"Handling People with Tact
Participants of this class will gain insight into how the difficult people in their lives think, what they fear and why they behave the way they do. Learn and apply techniques to defuse problem people and gain their respect. In this course, participants will learn how to communicate appropriately in sensitive situations.
This is a 1 day class.  Participants are required to attend training from 9am - 4pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
506,GI,01/01/1902 00:00:00,"Eff. Business Meetings
Employees will learn to improve their meeting management skills.
This is a 3 hour class.  Participants are required to attend training from 1pm - 4pm.  Class begins promptly at 1pm.  Employees will not be allowed to attend training after 1:15pm.  Please dress in appropriate work attire, if you arrive after 1:15pm you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
507,GI,01/01/1902 00:00:00,"Sexual Harassment/Diversity
This course is designed to familiarize participants with the concepts of sexual harassment.  Participants are given clear definitions and examples of sexual harassment, along with guidelines for avoiding and dealing with harassment situations in the workplace.
This is a 1 day class.  Participants are required to attend training from 9am - 4pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
508,GI,01/01/1902 00:00:00,"Thinking Outside of the Box
Improve your decision-making by applying creative approaches to problem-solving.  Learn to analyze problems creatively, reorganize steps in creative problem solving, overcome resistance to change and bring creativity to your organization.
This is a 1 day class.  Participants are required to attend training from 9am - 4pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
509,GI,01/01/1902 00:00:00,"Understanding Stress
This is a 1 day class.  Participants are required to attend training from 9am - 4pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
510,GI,01/01/1902 00:00:00,"Viol & Safety in the Workplace
According to the Occupational Safety and Health Administration, four million cases of workplace injuries were reported in 2002 in the United States. The Bureau of Labor Statistics Census of Fatal Occupational Injuries reports that 639 workplace homicides occurred in 2001, out of 8,786 fatal work injuries. Because we spend more waking hours at our workplace than at home, it's important to understand how we can keep ourselves safe and avoid incidents of workplace violence. In this course, participants will learn specific, practical techniques to increase personal safety as well as procedures to follow to ensure a safe and secure workplace. Wear comfortable clothing because the afternoon session will include demonstrations by a self-defense instructor.
This is a 3 hour class.  Participants are required to attend training from 9am - 12pm.  Class begins promptly at 9am.  Employees will not be allowed to attend training after 9:15am.  Please dress in appropriate work attire, if you arrive after 9:15am you will be required to return to work.  If you cannot attend this class or you have a schedule conflict, please notify your training coordinator and WDA to cancel prior to the start of the class.
Eating and drinking are not allowed in classrooms.  WDA reserves the right to remove any student violating this policy."
